country_name,country_code,indicator_name,indicator_code,debt
Afghanistan,AFG,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,72894453.70
Afghanistan,AFG,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,53239440.10
Afghanistan,AFG,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,61739336.90
Afghanistan,AFG,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,49114729.40
Afghanistan,AFG,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,39903620.10
Afghanistan,AFG,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,39107845.00
Afghanistan,AFG,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,23779724.30
Afghanistan,AFG,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,13335820.00
Afghanistan,AFG,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,100847181.90
Afghanistan,AFG,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,72894453.70
Afghanistan,AFG,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,53239440.10
Afghanistan,AFG,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,100847181.90
Albania,ALB,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,317194512.50
Albania,ALB,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,165602386.90
Albania,ALB,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,87884000.00
Albania,ALB,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,54250280.60
Albania,ALB,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,76050616.10
Albania,ALB,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,13847333.60
Albania,ALB,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,0.00
Albania,ALB,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,31030688.20
Albania,ALB,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,39445139.50
Albania,ALB,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,4542664.90
Albania,ALB,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,4618504.30
Albania,ALB,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,182197616.70
Albania,ALB,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,234321242.30
Albania,ALB,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,28101536.10
Albania,ALB,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,236447897.30
Albania,ALB,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,310371858.40
Albania,ALB,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,41948869.70
Albania,ALB,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,170018.40
Albania,ALB,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,2279989.20
Albania,ALB,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,120324.70
Albania,ALB,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,39615157.90
Albania,ALB,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,6822654.10
Albania,ALB,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,35769517.20
Albania,ALB,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,790248675.20
Albania,ALB,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,514185620.00
Algeria,DZA,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,10320772.20
Algeria,DZA,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,19031728.70
Algeria,DZA,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,3220000.00
Algeria,DZA,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,95188724.60
Algeria,DZA,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,10320772.20
Algeria,DZA,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,7680627.60
Algeria,DZA,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,576463.50
Algeria,DZA,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,13192.30
Algeria,DZA,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,0.00
Algeria,DZA,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,8094779.00
Algeria,DZA,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,95188724.60
Algeria,DZA,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,10320772.20
Algeria,DZA,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,15775406.60
Algeria,DZA,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,0.00
Algeria,DZA,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,23129.80
Algeria,DZA,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,576463.50
Algeria,DZA,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,36322.10
Algeria,DZA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,171185188.10
Algeria,DZA,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,75420000.00
Angola,AGO,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,10924018093.10
Angola,AGO,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,1798550445.50
Angola,AGO,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,8473824016.30
Angola,AGO,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,8838256901.10
Angola,AGO,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,1005053965.10
Angola,AGO,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,1000000000.00
Angola,AGO,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,70000000.00
Angola,AGO,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,1125088719.90
Angola,AGO,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,1906771593.80
Angola,AGO,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,580902004.30
Angola,AGO,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,124688691.90
Angola,AGO,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,178989598.20
Angola,AGO,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,47038476.10
Angola,AGO,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,8598512708.20
Angola,AGO,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,9017246499.30
Angola,AGO,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,1052092441.20
Angola,AGO,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,343444200.00
Angola,AGO,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,95556000.00
Angola,AGO,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,2468532919.90
Angola,AGO,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,1906771593.80
Angola,AGO,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,746458004.30
Angola,AGO,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,11067045628.10
Armenia,ARM,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,426959175.60
Armenia,ARM,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,275292981.10
Armenia,ARM,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,128076000.00
Armenia,ARM,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,68968314.70
Armenia,ARM,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,174269846.70
Armenia,ARM,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,24094832.00
Armenia,ARM,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,0.00
Armenia,ARM,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,65754000.00
Armenia,ARM,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,1635012.00
Armenia,ARM,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,196685.20
Armenia,ARM,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,94331207.10
Armenia,ARM,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,252689328.90
Armenia,ARM,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,57171463.90
Armenia,ARM,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,163299521.80
Armenia,ARM,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,426959175.60
Armenia,ARM,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,81266295.90
Armenia,ARM,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,1635012.00
Armenia,ARM,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,65950685.20
Armenia,ARM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,845630723.80
Armenia,ARM,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,680696190.00
Azerbaijan,AZE,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,1088458061.20
Azerbaijan,AZE,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,495732858.10
Azerbaijan,AZE,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,74183981.00
Azerbaijan,AZE,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,106369937.00
Azerbaijan,AZE,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,84748079.60
Azerbaijan,AZE,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,10085950.00
Azerbaijan,AZE,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,0.00
Azerbaijan,AZE,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,225022000.00
Azerbaijan,AZE,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,423613103.80
Azerbaijan,AZE,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,347550999.60
Azerbaijan,AZE,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,49574780.20
Azerbaijan,AZE,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,513623656.50
Azerbaijan,AZE,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,656158982.00
Azerbaijan,AZE,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,136577146.90
Azerbaijan,AZE,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,619993593.50
Azerbaijan,AZE,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,740907061.60
Azerbaijan,AZE,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,146663096.90
Azerbaijan,AZE,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,4110150.20
Azerbaijan,AZE,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,289000.00
Azerbaijan,AZE,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,427723254.00
Azerbaijan,AZE,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,347550999.60
Azerbaijan,AZE,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,274885780.20
Azerbaijan,AZE,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,1513813661.40
Azerbaijan,AZE,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,466096813.90
Bangladesh,BGD,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,9050557611.90
Bangladesh,BGD,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,821146448.70
Bangladesh,BGD,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,155543000.00
Bangladesh,BGD,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,386702219.80
Bangladesh,BGD,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,6141785637.50
Bangladesh,BGD,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,309079773.40
Bangladesh,BGD,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,3943983.70
Bangladesh,BGD,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,0.00
Bangladesh,BGD,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,1039564682.70
Bangladesh,BGD,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,2908771974.40
Bangladesh,BGD,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,356392675.30
Bangladesh,BGD,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,1426266902.50
Bangladesh,BGD,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,9050557611.90
Bangladesh,BGD,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,665472448.70
Bangladesh,BGD,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,1683666.70
Bangladesh,BGD,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,131000.00
Bangladesh,BGD,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,5627650.40
Bangladesh,BGD,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,131000.00
Bangladesh,BGD,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2077014552.90
Bangladesh,BGD,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,645120000.00
Belarus,BLR,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2525227414.90
Belarus,BLR,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,1214489897.10
Belarus,BLR,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,272640306.40
Belarus,BLR,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,1487363278.50
Belarus,BLR,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,2265336386.70
Belarus,BLR,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,630234914.90
Belarus,BLR,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,0.00
Belarus,BLR,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,100750000.00
Belarus,BLR,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,935058288.40
Belarus,BLR,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,77099095.90
Belarus,BLR,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,595438826.00
Belarus,BLR,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,241493806.00
Belarus,BLR,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,133026579.90
Belarus,BLR,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,2082802104.50
Belarus,BLR,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,2506830192.70
Belarus,BLR,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,763261494.80
Belarus,BLR,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,28912000.00
Belarus,BLR,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,18397222.20
Belarus,BLR,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,739000.00
Belarus,BLR,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,963970288.40
Belarus,BLR,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,18397222.20
Belarus,BLR,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,178588095.90
Belarus,BLR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,4640037884.20
Belarus,BLR,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,1593265491.30
Belize,BLZ,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,53429527.60
Belize,BLZ,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,53565437.10
Belize,BLZ,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,4480000.00
Belize,BLZ,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,23329498.40
Belize,BLZ,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,3581448.70
Belize,BLZ,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,3455608.40
Belize,BLZ,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,26325100.00
Belize,BLZ,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,33549000.00
Belize,BLZ,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,0.00
Belize,BLZ,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,1084000.00
Belize,BLZ,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,29683326.50
Belize,BLZ,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,49848078.90
Belize,BLZ,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,10996828.70
Belize,BLZ,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,53012824.90
Belize,BLZ,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,53429527.60
Belize,BLZ,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,14452437.10
Belize,BLZ,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,26325100.00
Belize,BLZ,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,34633000.00
Belize,BLZ,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,105609924.90
Belize,BLZ,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,26272000.00
Benin,BEN,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,648444772.90
Benin,BEN,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,50293011.90
Benin,BEN,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,26014505.80
Benin,BEN,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,334698287.30
Benin,BEN,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,13208408.60
Benin,BEN,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,28675813.00
Benin,BEN,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,43999044.40
Benin,BEN,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,3565299.60
Benin,BEN,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,91631639.50
Benin,BEN,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,269747441.20
Benin,BEN,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,33519303.70
Benin,BEN,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,117646145.30
Benin,BEN,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,604445728.50
Benin,BEN,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,46727712.30
Benin,BEN,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,28675813.00
Benin,BEN,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,43999044.40
Benin,BEN,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,3565299.60
Benin,BEN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,146321958.30
Bhutan,BTN,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,149814565.80
Bhutan,BTN,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,201006184.10
Bhutan,BTN,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,189877869.80
Bhutan,BTN,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,95819437.40
Bhutan,BTN,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,184064524.80
Bhutan,BTN,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,5990246.60
Bhutan,BTN,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,11867672.10
Bhutan,BTN,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,8052276.30
Bhutan,BTN,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,17390420.50
Bhutan,BTN,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,42127456.30
Bhutan,BTN,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,8889383.00
Bhutan,BTN,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,207268290.30
Bhutan,BTN,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,137946893.70
Bhutan,BTN,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,192953907.80
Bhutan,BTN,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,5990246.60
Bhutan,BTN,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,11867672.10
Bhutan,BTN,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,8052276.30
Bhutan,BTN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,213258536.90
Bolivia,BOL,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,1421491255.20
Bolivia,BOL,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,394855845.90
Bolivia,BOL,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,108075000.00
Bolivia,BOL,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,67814879.90
Bolivia,BOL,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,554128686.30
Bolivia,BOL,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,32609012.40
Bolivia,BOL,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,0.00
Bolivia,BOL,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,99122000.00
Bolivia,BOL,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,266701.50
Bolivia,BOL,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,16528896.50
Bolivia,BOL,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,62662.50
Bolivia,BOL,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,357721211.50
Bolivia,BOL,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,850833672.40
Bolivia,BOL,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,154977576.60
Bolivia,BOL,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,425536091.40
Bolivia,BOL,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,1404962358.70
Bolivia,BOL,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,187586589.00
Bolivia,BOL,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,1076571.60
Bolivia,BOL,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,9594.40
Bolivia,BOL,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,1343273.10
Bolivia,BOL,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,16528896.50
Bolivia,BOL,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,99194256.90
Bolivia,BOL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,1060650554.50
Bolivia,BOL,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,633771190.00
Bosnia and Herzegovina,BIH,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,253819587.30
Bosnia and Herzegovina,BIH,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,604620360.00
Bosnia and Herzegovina,BIH,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,545519000.00
Bosnia and Herzegovina,BIH,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,108704966.20
Bosnia and Herzegovina,BIH,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,114375048.30
Bosnia and Herzegovina,BIH,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,12605397.70
Bosnia and Herzegovina,BIH,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,22306080.50
Bosnia and Herzegovina,BIH,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,1625051.50
Bosnia and Herzegovina,BIH,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,8958027.70
Bosnia and Herzegovina,BIH,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,953443.50
Bosnia and Herzegovina,BIH,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,290170946.50
Bosnia and Herzegovina,BIH,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,139444539.00
Bosnia and Herzegovina,BIH,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,43917467.30
Bosnia and Herzegovina,BIH,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,398875912.70
Bosnia and Herzegovina,BIH,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,253819587.30
Bosnia and Herzegovina,BIH,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,56522865.00
Bosnia and Herzegovina,BIH,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,31264108.20
Bosnia and Herzegovina,BIH,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,2578495.00
Bosnia and Herzegovina,BIH,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2112748020.90
Bosnia and Herzegovina,BIH,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,1682608000.00
Botswana,BWA,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,53337570.10
Botswana,BWA,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,24028273.80
Botswana,BWA,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,7903563.50
Botswana,BWA,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,1316332.20
Botswana,BWA,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,884447.50
Botswana,BWA,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,125652344.50
Botswana,BWA,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,52021237.90
